"total","fecha_hora_venta","servicio"
954.00,"2023-05-05 11:43:13",mani limpieza
954.00,"2023-05-05 11:43:13",pedi basico
954.00,"2023-05-05 11:43:13",depilacion de ceja
569.00,"2023-05-05 12:40:44", acrilico retiro 
569.00,"2023-05-05 12:40:44",acrilicio escultural
780.00,"2023-05-05 12:46:48",pedi basico
370.00,"2023-05-05 13:33:49",pedi basico
370.00,"2023-05-05 13:33:49",calcio en manos 
719.00,"2023-05-05 13:53:29",acrilico retoque 
719.00,"2023-05-05 13:53:29",pedi de lujo
719.00,"2023-05-05 13:53:29",gel en pies
290.00,"2023-05-05 14:26:27",calcio retoque en manos 
290.00,"2023-05-05 14:26:27",gel en manos
389.00,"2023-05-05 15:20:47",pedi basico
389.00,"2023-05-05 15:20:47",gel en pies
529.00,"2023-05-05 16:04:21",acrilico retoque 
529.00,"2023-05-05 16:04:21",acrilico uña remplazo 
779.00,"2023-05-05 16:10:10", acrilico retiro 
779.00,"2023-05-05 16:10:10",calcio en manos 
860.00,"2023-05-05 16:13:27",pedi dif lujo
860.00,"2023-05-05 16:13:27",calcio en manos 
450.30,"2023-05-05 17:27:15",mani de niña
1700.00,"2023-05-05 17:42:38",calcio extension en manos 
560.00,"2023-05-05 18:42:51",pedi de lujo
560.00,"2023-05-05 18:42:51",pedi de lujo
150.00,"2023-05-05 18:46:47",mani basico
410.00,"2023-05-06 11:16:21",calcio en manos 
100.00,"2023-05-06 11:42:47",calcio retoque en manos 
389.00,"2023-05-06 11:53:44",pedi basico
389.00,"2023-05-06 11:53:44",gel en pies
1548.00,"2023-05-06 12:23:21",acrilico retoque 
1548.00,"2023-05-06 12:23:21",pedi basico
1548.00,"2023-05-06 12:23:21",acrilico retoque 
1548.00,"2023-05-06 12:23:21",acrilico retoque 
1548.00,"2023-05-06 12:23:21",gel en manos
190.00,"2023-05-06 13:26:37",pedi basico
370.00,"2023-05-06 13:30:07",acrilico retoque 
370.00,"2023-05-06 13:30:07",gel en manos
470.00,"2023-05-06 13:32:51",calcio en manos 
170.00,"2023-05-06 14:57:41",depilacion de ceja
170.00,"2023-05-06 14:57:41",depilacion de ceja
389.00,"2023-05-06 15:29:46",pedi basico
389.00,"2023-05-06 15:29:46",gel en pies
290.00,"2023-05-06 16:36:14",pedi basico
290.00,"2023-05-06 16:36:14",mani de niña
290.00,"2023-05-06 16:36:14",pedi de niña
489.00,"2023-05-06 17:00:23",pedi basico
1043.10,"2023-05-09 12:36:48",acrilico manos
1043.10,"2023-05-09 12:36:48",acrilico de color
1043.10,"2023-05-09 12:36:48",gel en pies
1043.10,"2023-05-09 12:36:48",acrilico manos
1043.10,"2023-05-09 12:36:48",gel en pies
1043.10,"2023-05-09 12:36:48",acrilico de color
509.00,"2023-05-09 12:42:38",calcio en manos 
449.00,"2023-05-09 14:08:28",pedi basico
449.00,"2023-05-09 14:08:28",gel en pies
330.00,"2023-05-09 15:28:14",calcio retoque en manos 
589.00,"2023-05-09 15:50:04",pedi basico
589.00,"2023-05-09 15:50:04",calcio retoque en manos 
489.00,"2023-05-09 16:00:38",pedi basico
201.40,"2023-05-09 16:19:04",pedi basico
50.00,"2023-05-09 17:24:58",Gel retiro 
255.00,"2023-05-09 17:49:05",mani basico
255.00,"2023-05-09 17:49:05",Gel retiro 
255.00,"2023-05-09 17:49:05",pedi de niña
819.00,"2023-05-09 18:00:38",acrilico manos
819.00,"2023-05-09 18:00:38",mani dif lujo
819.00,"2023-05-09 18:00:38",pedi dif lujo
190.00,"2023-05-09 18:22:43",pedi basico
250.00,"2023-05-09 18:34:33",gel en manos
250.00,"2023-05-09 18:34:33",mani limpieza
380.00,"2023-05-09 19:07:49",pedi basico
380.00,"2023-05-09 19:07:49",pedi basico
649.00,"2023-05-10 11:45:34",acrilico manos
180.00,"2023-05-10 12:16:45",acrilico retoque 
853.10,"2023-05-10 13:01:07",mani de niña
853.10,"2023-05-10 13:01:07",pedi de niña
389.50,"2023-05-10 13:37:27",calcio en manos 
489.00,"2023-05-10 15:36:12",pedi basico
50.00,"2023-05-10 16:10:35",Gel retiro 
280.00,"2023-05-10 16:27:00",pedi de lujo
180.00,"2023-05-10 16:34:53",calcio en manos 
369.55,"2023-05-11 12:03:47",pedi basico
369.55,"2023-05-11 12:03:47",gel en pies
180.00,"2023-05-11 12:28:45",calcio en manos 
479.00,"2023-05-11 12:34:33",pedi de lujo
479.00,"2023-05-11 12:34:33",gel en pies
1025.10,"2023-05-11 13:25:14",pedi dif lujo
340.00,"2023-05-11 13:31:59",mani basico
340.00,"2023-05-11 13:31:59",pedi basico
360.00,"2023-05-11 13:35:05",pedi de lujo
360.00,"2023-05-11 13:35:05",mani express
740.00,"2023-05-11 13:40:03",pedi exfo
370.00,"2023-05-11 15:35:50",pedi basico
370.00,"2023-05-11 15:35:50",calcio en pies 
635.55,"2023-05-11 16:46:48",calcio en manos 
635.55,"2023-05-11 16:46:48",gel en pies
300.00,"2023-05-11 17:20:45",mani basico
300.00,"2023-05-11 17:20:45",mani basico
731.50,"2023-05-11 17:28:04",acrilico retoque 
190.00,"2023-05-11 17:30:07",gel en manos
150.00,"2023-05-11 18:16:37",mani basico
649.00,"2023-05-11 18:45:49",acrilico retoque 
649.00,"2023-05-11 18:45:49",pedi limpieza
649.00,"2023-05-11 18:45:49",gel en pies
549.00,"2023-05-12 10:49:21",pedi basico
300.00,"2023-05-12 10:58:06",pedi de lujo
190.00,"2023-05-12 11:42:29",gel en manos
650.00,"2023-05-12 12:38:35",mani exfo
650.00,"2023-05-12 12:38:35",pedi exfo
1299.00,"2023-05-12 12:44:27",acrilico manos
960.00,"2023-05-12 13:48:11",pedi dif lujo
960.00,"2023-05-12 13:48:11",pedi de lujo
609.00,"2023-05-12 14:19:05",calcio en manos 
190.00,"2023-05-12 15:12:22",pedi basico
469.00,"2023-05-12 15:56:24",calcio retoque en manos 
988.00,"2023-05-12 16:44:20",acrilico manos
988.00,"2023-05-12 16:44:20",pedi dif lujo
180.50,"2023-05-12 17:01:54",pedi basico
190.00,"2023-05-12 17:50:38",gel en manos
69.00,"2023-05-12 18:32:03",acrilico uña remplazo 
869.00,"2023-05-12 18:39:40",acrilico retoque 
869.00,"2023-05-12 18:39:40",depilacion de ceja
869.00,"2023-05-12 18:39:40",pedi basico
869.00,"2023-05-12 18:39:40",depilacion de ceja
190.00,"2023-05-12 19:09:22",gel en manos
100.00,"2023-05-13 10:09:22",calcio retoque en manos 
180.50,"2023-05-13 10:52:39",pedi basico
540.55,"2023-05-13 12:29:14",acrilico retoque 
390.00,"2023-05-13 12:47:47",acrilico retoque 
390.00,"2023-05-13 12:47:47",gel en manos
380.00,"2023-05-13 13:21:36",pedi basico
380.00,"2023-05-13 13:21:36",pedi basico
389.50,"2023-05-13 13:31:34",calcio en manos 
220.00,"2023-05-13 13:51:21",pedi basico
220.00,"2023-05-13 13:51:21",pedi exfo
489.00,"2023-05-13 13:55:06",pedi basico
240.00,"2023-05-13 14:22:13",gel en manos
240.00,"2023-05-13 14:22:13",acrilico uña remplazo 
100.00,"2023-05-13 15:06:53",calcio retoque en manos 
420.00,"2023-05-13 15:09:33",calcio en manos 
420.00,"2023-05-13 15:09:33",gel en manos
410.00,"2023-05-13 15:23:42",calcio en manos 
190.00,"2023-05-13 15:31:10",pedi basico
50.00,"2023-05-13 15:44:48",Gel retiro 
190.00,"2023-05-13 15:47:38",pedi basico
380.00,"2023-05-13 17:39:05",pedi dif lujo
938.60,"2023-05-13 17:47:51",acrilico manos
483.55,"2023-05-13 17:59:37", acrilico retiro 
449.00,"2023-05-13 19:11:23",Gel retiro 
199.00,"2023-05-16 10:23:35",gel en pies
180.00,"2023-05-16 10:59:35",calcio en manos 
455.05,"2023-05-16 12:13:38",pedi de lujo
455.05,"2023-05-16 12:13:38",gel en pies
190.00,"2023-05-16 12:46:44",pedi basico
579.00,"2023-05-16 13:22:50",calcio en manos 
60.00,"2023-05-16 13:34:24",mani limpieza
420.00,"2023-05-16 14:14:19",acrilico retoque 
420.00,"2023-05-16 14:14:19",gel en manos
810.00,"2023-05-16 15:37:55",acrilico retoque 
810.00,"2023-05-16 15:37:55",gel en manos
810.00,"2023-05-16 15:37:55",acrilico uña remplazo 
810.00,"2023-05-16 15:37:55",gel en manos
275.00,"2023-05-16 16:23:40",gel en manos
275.00,"2023-05-16 16:23:40",depilacion de ceja
80.00,"2023-05-16 16:29:34",mani express
280.00,"2023-05-16 18:44:56",pedi de lujo
280.00,"2023-05-16 18:49:08",pedi de lujo
190.00,"2023-05-16 18:53:20",gel en manos
237.50,"2023-05-17 10:13:00",gel en manos
599.00,"2023-05-17 11:42:12", acrilico retiro 
599.00,"2023-05-17 11:42:12",pedi basico
330.00,"2023-05-17 13:38:11",pedi de lujo
330.00,"2023-05-17 13:38:11",Gel retiro 
899.00,"2023-05-17 14:15:43", acrilico retiro 
899.00,"2023-05-17 14:15:43",acrilico manos
899.00,"2023-05-17 14:15:43",pedi basico
739.00,"2023-05-17 15:35:07",pedi basico
739.00,"2023-05-17 15:35:07",gel en manos
389.00,"2023-05-17 17:16:20",calcio retoque en manos 
389.00,"2023-05-17 17:16:20",gel en manos
389.00,"2023-05-17 17:16:20",pedi express
389.00,"2023-05-17 18:28:13",pedi basico
389.00,"2023-05-17 18:28:13",gel en pies
480.00,"2023-05-17 18:44:50",pedi basico
190.00,"2023-05-17 18:49:44",gel en manos
190.00,"2023-05-18 10:46:49",gel en manos
1640.00,"2023-05-18 11:14:49",calcio retoque en manos 
470.00,"2023-05-18 12:09:36",calcio en manos 
910.00,"2023-05-18 12:47:36",acrilico manos
910.00,"2023-05-18 12:47:36",acrilicio escultural
429.00,"2023-05-18 13:51:44",calcio retoque en manos 
705.00,"2023-05-18 14:09:42",calcio retoque en manos 
280.00,"2023-05-18 14:11:33",pedi de lujo
190.00,"2023-05-18 16:09:03",pedi basico
669.00,"2023-05-18 16:16:14",acrilico retoque 
669.00,"2023-05-18 16:16:14",pedi basico
618.00,"2023-05-18 16:57:06",pedi dif lujo
618.00,"2023-05-18 16:57:06",gel en pies
190.00,"2023-05-18 17:07:14",pedi basico
200.00,"2023-05-18 17:17:31",mani basico
200.00,"2023-05-18 17:17:31",Gel retiro 
280.00,"2023-05-18 18:59:18",pedi de lujo
190.00,"2023-05-19 10:15:54",gel en manos
389.50,"2023-05-19 12:18:52",calcio en manos 
436.05,"2023-05-19 12:31:44",mani limpieza
190.00,"2023-05-19 12:36:11",Gel retiro 
190.00,"2023-05-19 12:36:11",mani basico
256.50,"2023-05-19 13:15:17",gel en manos
480.00,"2023-05-19 13:19:09",pedi basico
190.00,"2023-05-19 15:15:59",gel en manos
305.00,"2023-05-19 16:42:20",plancahdo de ceja
305.00,"2023-05-19 16:42:20",depilacion de ceja
644.10,"2023-05-19 16:59:22",pedi express
644.10,"2023-05-19 16:59:22",pedi dif lujo
644.10,"2023-05-19 16:59:22",mani basico
470.00,"2023-05-19 17:18:51",calcio en manos 
190.00,"2023-05-19 17:21:15",pedi basico
474.05,"2023-05-20 10:17:33",calcio retoque en manos 
474.05,"2023-05-20 10:17:33",calcio retoque en pies 
180.50,"2023-05-20 10:35:47",pedi basico
270.00,"2023-05-20 11:16:07",pedi basico
270.00,"2023-05-20 11:16:07",mani express
619.00,"2023-05-20 12:32:38",Gel retiro 
619.00,"2023-05-20 12:32:38",mani basico
619.00,"2023-05-20 12:32:38",pedi express
760.00,"2023-05-20 12:40:40",pedi basico
760.00,"2023-05-20 12:40:40",depilacion de axila
760.00,"2023-05-20 12:40:40",depilacion de media pierna
240.00,"2023-05-20 13:56:48",calcio en manos 
190.00,"2023-05-20 14:00:57",pedi basico
190.00,"2023-05-20 15:01:50",gel en manos
190.00,"2023-05-20 15:21:05",pedi basico
190.00,"2023-05-20 15:46:14",pedi basico
429.00,"2023-05-20 15:55:48",pedi exfo
345.00,"2023-05-20 17:00:20",mani basico
345.00,"2023-05-20 17:00:20",mani de niña
345.00,"2023-05-20 17:00:20",mani basico
679.00,"2023-05-20 17:10:46",pedi basico
679.00,"2023-05-20 17:10:46",gel en manos
449.00,"2023-05-20 17:16:32",mani basico
473.10,"2023-05-20 18:15:41",pedi express
509.00,"2023-05-20 18:53:37",acrilico retoque 
499.00,"2023-05-20 18:55:25",calcio retoque en manos 
649.00,"2023-05-23 10:54:32",acrilico manos
589.00,"2023-05-23 13:33:33",pedi basico
280.00,"2023-05-23 13:43:44",pedi de lujo
489.00,"2023-05-23 17:28:21",pedi basico
440.00,"2023-05-23 17:29:30",pedi basico
440.00,"2023-05-23 17:29:30",pedi exfo
440.00,"2023-05-23 17:29:30",pedi basico
440.00,"2023-05-23 17:29:30",pedi exfo
190.00,"2023-05-23 18:51:23",gel en manos
190.00,"2023-05-24 10:09:27",gel en manos
190.00,"2023-05-24 10:39:32",pedi basico
370.00,"2023-05-24 10:44:14",acrilico retoque 
370.00,"2023-05-24 10:44:14",gel en manos
313.50,"2023-05-24 11:17:09",calcio retoque en manos 
975.00,"2023-05-24 12:19:20",acrilico retoque 
975.00,"2023-05-24 12:19:20",depilacion de ceja
559.55,"2023-05-24 13:06:58",acrilico retoque 
205.00,"2023-05-24 13:41:00",gel en manos
869.00,"2023-05-24 13:49:57",acrilico manos
869.00,"2023-05-24 13:49:57",acrilicio escultural
869.00,"2023-05-24 13:49:57",acrilico de color
869.00,"2023-05-24 13:49:57",pedi basico
635.55,"2023-05-24 16:44:10",acrilico retoque 
635.55,"2023-05-24 16:44:10",pedi basico
570.00,"2023-05-24 16:49:54", acrilico retiro 
570.00,"2023-05-24 16:49:54",calcio en manos 
570.00,"2023-05-24 16:49:54",pedi basico
190.00,"2023-05-24 18:52:34",gel en manos
599.00,"2023-05-24 19:15:23",calcio retoque en manos 
240.00,"2023-05-24 19:20:29",pedi basico
240.00,"2023-05-24 19:20:29",Gel retiro 
80.00,"2023-05-25 10:35:07",mani express
408.50,"2023-05-25 11:16:54",acrilico retoque 
408.50,"2023-05-25 11:16:54",gel en manos
1670.00,"2023-05-25 12:30:53", acrilico retiro 
1670.00,"2023-05-25 12:30:53", acrilico retiro 
1670.00,"2023-05-25 12:30:53",acrilico manos
1670.00,"2023-05-25 12:30:53",acrilico en pies
1670.00,"2023-05-25 12:30:53",acrilicio escultural
1670.00,"2023-05-25 12:30:53",mani dif lujo
1670.00,"2023-05-25 12:30:53",pedi dif lujo
650.00,"2023-05-25 12:33:21",calcio en manos 
650.00,"2023-05-25 12:33:21",calcio en pies 
825.55,"2023-05-25 12:41:45",acrilico manos
825.55,"2023-05-25 12:41:45",acrilicio escultural
825.55,"2023-05-25 12:41:45",pedi basico
100.00,"2023-05-25 12:46:38",calcio retoque en manos 
400.00,"2023-05-25 13:32:09",acrilico retoque 
400.00,"2023-05-25 13:32:09",gel en manos
430.00,"2023-05-25 16:06:02",acrilico retoque 
430.00,"2023-05-25 16:06:02",gel en manos
190.00,"2023-05-25 16:54:03",gel en manos
459.00,"2023-05-25 18:22:54",mani limpieza
664.05,"2023-05-25 18:50:43",mani basico
190.00,"2023-05-26 10:06:03",gel en manos
389.00,"2023-05-26 10:35:06",pedi basico
389.00,"2023-05-26 10:35:06",gel en pies
455.05,"2023-05-26 12:24:10",acrilico retoque 
290.00,"2023-05-26 12:28:35",calcio retoque en manos 
290.00,"2023-05-26 12:28:35",pedi basico
110.00,"2023-05-26 12:59:17", acrilico retiro 
250.00,"2023-05-26 13:08:01",gel en manos
250.00,"2023-05-26 13:08:01",mani limpieza
304.00,"2023-05-26 13:34:43",acrilico manos
304.00,"2023-05-26 13:34:43",acrilico de color
470.00,"2023-05-26 13:36:42",calcio retoque en manos 
470.00,"2023-05-26 13:36:42",calcio en manos 
470.00,"2023-05-26 13:36:42",gel en manos
580.00,"2023-05-26 14:26:38",calcio en manos 
580.00,"2023-05-26 14:26:38",Gel retiro 
190.00,"2023-05-26 14:28:14",pedi basico
490.00,"2023-05-26 16:54:22",depilacion de axila
490.00,"2023-05-26 16:54:22",depilacion de bigote
490.00,"2023-05-26 16:54:22",depilacion de ceja
490.00,"2023-05-26 16:54:22",pedi basico
190.00,"2023-05-26 17:00:58",gel en manos
370.00,"2023-05-26 17:06:47",acrilico retoque 
370.00,"2023-05-26 17:06:47",gel en manos
290.00,"2023-05-26 17:14:27",calcio retoque en manos 
290.00,"2023-05-26 17:14:27",gel en manos
180.50,"2023-05-26 18:09:44",gel en manos
489.00,"2023-05-26 18:27:58",gel en manos
290.00,"2023-05-26 18:31:03",calcio retoque en manos 
290.00,"2023-05-26 18:31:03",pedi basico
270.00,"2023-05-26 18:54:14",pedi basico
270.00,"2023-05-26 18:54:14",mani express
539.00,"2023-05-26 19:13:10", acrilico retiro 
490.00,"2023-05-26 19:16:21",gel en manos
190.00,"2023-05-27 10:41:13",pedi basico
389.00,"2023-05-27 10:44:03",pedi basico
389.00,"2023-05-27 10:44:03",gel en pies
1708.00,"2023-05-27 12:37:35",acrilico retoque 
1708.00,"2023-05-27 12:37:35",acrilico retoque 
1708.00,"2023-05-27 12:37:35",gel en manos
1708.00,"2023-05-27 12:37:35",acrilico retoque 
1708.00,"2023-05-27 12:37:35",pedi basico
1708.00,"2023-05-27 12:37:35",acrilico uña remplazo 
1708.00,"2023-05-27 12:37:35",acrilico uña remplazo 
489.00,"2023-05-27 13:37:41",pedi basico
190.00,"2023-05-27 15:50:06",pedi basico
100.00,"2023-05-27 16:01:44",calcio retoque en manos 
180.00,"2023-05-27 16:09:14",calcio retoque en manos 
510.00,"2023-05-27 16:26:27",calcio en manos 
389.00,"2023-05-27 17:10:29",pedi basico
389.00,"2023-05-27 17:10:29",gel en pies
719.00,"2023-05-27 17:27:52",acrilico uña remplazo 
719.00,"2023-05-27 17:27:52",acrilico uña remplazo 
719.00,"2023-05-27 17:27:52",acrilico uña remplazo 
719.00,"2023-05-27 17:27:52",pedi dif lujo
719.00,"2023-05-27 17:27:52",mani basico
589.00,"2023-05-27 17:34:55",calcio retoque en manos 
589.00,"2023-05-27 17:34:55",pedi basico
630.00,"2023-05-27 17:39:10",mani dif lujo
630.00,"2023-05-27 17:39:10",pedi dif lujo
630.00,"2023-05-27 17:39:10",calcio en manos 
50.00,"2023-05-27 17:55:37",Gel retiro 
370.00,"2023-05-27 18:27:11",acrilico retoque 
370.00,"2023-05-27 18:27:11",gel en manos
549.00,"2023-05-30 11:10:20",pedi basico
549.00,"2023-05-30 11:10:20",mani limpieza
350.00,"2023-05-30 11:27:47",gel en manos
939.00,"2023-05-30 11:37:26",parafina en pies 
939.00,"2023-05-30 11:37:26",mani dif lujo
939.00,"2023-05-30 11:37:26",pedi dif lujo
449.00,"2023-05-30 12:11:49",depilacion de bikini
290.00,"2023-05-30 12:31:57",calcio retoque en manos 
290.00,"2023-05-30 12:31:57",pedi basico
190.00,"2023-05-30 13:02:59",gel en manos
531.05,"2023-05-30 13:35:37",mani dif lujo
531.05,"2023-05-30 13:35:37",pedi dif lujo
389.00,"2023-05-30 14:17:05",calcio retoque en manos 
389.00,"2023-05-30 14:17:05",pedi express
389.00,"2023-05-30 14:17:05",gel en manos
709.00,"2023-05-30 15:53:28",acrilico retoque 
709.00,"2023-05-30 15:53:28",pedi basico
418.00,"2023-05-30 16:03:52",gel en manos
418.00,"2023-05-30 16:03:52",gel en manos
789.00,"2023-05-30 16:10:56",acrilico retoque 
789.00,"2023-05-30 16:10:56",pedi basico
266.00,"2023-05-30 17:23:13",pedi de lujo
717.00,"2023-05-30 17:26:32",acrilico manos
717.00,"2023-05-30 17:26:32",gel en manos
717.00,"2023-05-30 17:26:32",pedi basico
100.00,"2023-05-30 18:16:03",calcio retoque en manos 
1079.00,"2023-05-30 18:53:53",gel en pies
190.00,"2023-05-30 18:56:29",gel en manos
280.00,"2023-05-31 13:33:37",pedi de lujo
779.00,"2023-05-31 16:57:26",acrilico retoque 
779.00,"2023-05-31 16:57:26",acrilico uña remplazo 
240.00,"2023-05-31 17:39:05",calcio en manos 
836.00,"2023-05-31 18:15:22",calcio retoque en manos 
836.00,"2023-05-31 18:15:22",pedi dif lujo
280.00,"2023-05-31 18:19:32",pedi de lujo
320.00,"2023-06-01 11:11:01",mani basico
320.00,"2023-06-01 11:11:01",depilacion de bigote
320.00,"2023-06-01 11:11:01",depilacion de ceja
180.50,"2023-06-01 11:32:31",pedi basico
455.05,"2023-06-01 12:03:20",acrilico retoque 
1158.00,"2023-06-01 14:21:25",acrilico retoque 
1158.00,"2023-06-01 14:21:25",pedi basico
185.00,"2023-06-01 16:17:07",depilacion de ceja
479.00,"2023-06-01 17:11:19",pedi de lujo
479.00,"2023-06-01 17:11:19",gel en pies
483.55,"2023-06-01 17:17:02",acrilico uña remplazo 
240.00,"2023-06-01 17:25:08",gel en manos
240.00,"2023-06-01 17:25:08",acrilico uña remplazo 
767.60,"2023-06-01 17:34:45",pedi basico
767.60,"2023-06-01 17:34:45",pedi basico
767.60,"2023-06-01 17:34:45",gel en pies
767.60,"2023-06-01 17:34:45",gel en pies
767.60,"2023-06-01 17:34:45",pedi exfo
330.00,"2023-06-01 17:36:40",mani basico
330.00,"2023-06-01 17:36:40",calcio en manos 
620.00,"2023-06-01 18:50:47",pedi exfo
180.50,"2023-06-01 18:58:02",pedi basico
190.00,"2023-06-02 12:25:39",gel en manos
912.00,"2023-06-02 12:33:23",acrilico manos
912.00,"2023-06-02 12:33:23",acrilico de color
912.00,"2023-06-02 12:33:23",acrilicio escultural
680.00,"2023-06-02 12:53:25",pedi dif lujo
249.00,"2023-06-02 13:15:02",mani basico
249.00,"2023-06-02 13:15:02",pedi express
489.00,"2023-06-02 14:10:26",pedi basico
290.00,"2023-06-02 15:37:29",calcio retoque en manos 
290.00,"2023-06-02 15:37:29",gel en manos
240.00,"2023-06-02 16:17:46",calcio en manos 
893.00,"2023-06-02 16:36:13",acrilico manos
893.00,"2023-06-02 16:36:13",pedi dif lujo
446.50,"2023-06-02 17:10:06",gel en manos
446.50,"2023-06-02 17:10:06",pedi de lujo
310.00,"2023-06-02 17:39:43",gel en manos
210.00,"2023-06-02 18:22:11",depilacion de media pierna
789.00,"2023-06-02 19:11:39", acrilico retiro 
789.00,"2023-06-02 19:11:39",calcio en manos 
789.00,"2023-06-02 19:11:39",pedi basico
569.00,"2023-06-02 19:14:42",depilacion de ceja
569.00,"2023-06-02 19:14:42",depilacion de bigote
418.00,"2023-06-03 10:29:01",gel en manos
418.00,"2023-06-03 10:29:01",gel en manos
489.00,"2023-06-03 10:46:12",pedi basico
513.00,"2023-06-03 11:21:42",acrilico retoque 
513.00,"2023-06-03 11:21:42",gel en manos
513.00,"2023-06-03 11:21:42",depilacion de ceja
513.00,"2023-06-03 11:21:42",depilacion de bigote
190.00,"2023-06-03 12:29:54",pedi basico
90.00,"2023-06-03 12:43:47",mani de niña
90.00,"2023-06-03 12:43:47",mani de niña
679.00,"2023-06-03 14:12:54",pedi basico
679.00,"2023-06-03 14:12:54",pedi basico
500.00,"2023-06-03 15:00:28",acrilico manos
500.00,"2023-06-03 15:00:28",acrilico de color
500.00,"2023-06-03 15:00:28",acrilicio escultural
640.00,"2023-06-03 16:13:43",gel en manos
640.00,"2023-06-03 16:13:43",calcio extension en manos 
640.00,"2023-06-03 16:13:43",gel en manos
519.00,"2023-06-03 16:15:26",calcio retoque en manos 
519.00,"2023-06-03 16:15:26",pedi dif lujo
180.00,"2023-06-03 16:22:23",calcio en manos 
519.00,"2023-06-03 16:26:27",pedi dif lujo
519.00,"2023-06-03 16:26:27",calcio retoque en manos 
479.00,"2023-06-03 17:06:51",pedi de lujo
479.00,"2023-06-03 17:06:51",gel en pies
240.00,"2023-06-03 17:17:41",pedi basico
240.00,"2023-06-03 17:17:41",Gel retiro 
483.55,"2023-06-03 18:14:42",calcio en pies 
499.00,"2023-06-03 18:29:38",calcio retoque en manos 
370.00,"2023-06-03 18:32:29",acrilico retoque 
370.00,"2023-06-03 18:32:29",gel en manos
1140.00,"2023-06-03 18:44:22",pedi basico
475.00,"2023-06-06 10:57:51",acrilico uña remplazo 
475.00,"2023-06-06 10:57:51",gel en pies
475.00,"2023-06-06 10:57:51",pedi basico
80.00,"2023-06-06 11:33:03",mani express
489.00,"2023-06-06 12:54:31",pedi basico
779.00,"2023-06-06 14:24:57",acrilico manos
779.00,"2023-06-06 14:24:57",pedi basico
779.00,"2023-06-06 14:24:57",pedi exfo
289.00,"2023-06-06 15:05:53",gel en manos
289.00,"2023-06-06 15:05:53",pedi express
190.00,"2023-06-06 16:13:13",pedi basico
479.00,"2023-06-06 17:41:08",pedi de lujo
479.00,"2023-06-06 17:41:08",gel en pies
489.00,"2023-06-06 17:55:47",pedi de lujo
489.00,"2023-06-06 17:55:47",gel en pies
835.05,"2023-06-06 18:14:24", acrilico retiro 
835.05,"2023-06-06 18:14:24",acrilico manos
835.05,"2023-06-06 18:14:24",acrilicio escultural
835.05,"2023-06-06 18:14:24",Gel retiro 
359.00,"2023-06-06 19:01:05",pedi exfo
190.00,"2023-06-07 10:48:12",pedi basico
370.50,"2023-06-07 11:15:42",Gel retiro 
370.50,"2023-06-07 11:15:42",Gel retiro 
171.00,"2023-06-07 12:00:32",mani basico
171.00,"2023-06-07 12:00:32",mani exfo
99.00,"2023-06-07 13:19:28",pedi express
960.00,"2023-06-07 13:30:47",pedi basico
190.00,"2023-06-07 13:57:57",pedi basico
1128.00,"2023-06-07 14:28:05",acrilico en pies
1128.00,"2023-06-07 14:28:05",acrilicio escultural
1128.00,"2023-06-07 14:28:05",mani basico
1128.00,"2023-06-07 14:28:05",gel en pies
1128.00,"2023-06-07 14:28:05",acrilico de color
240.00,"2023-06-07 15:18:56",pedi basico
240.00,"2023-06-07 15:18:56",Gel retiro 
389.00,"2023-06-07 15:55:27",pedi basico
389.00,"2023-06-07 15:55:27",gel en pies
390.00,"2023-06-07 16:30:37",Gel retiro 
390.00,"2023-06-07 16:30:37",Gel retiro 
389.00,"2023-06-07 17:12:14",pedi basico
389.00,"2023-06-07 17:12:14",gel en pies
609.00,"2023-06-07 17:28:27",pedi basico
370.00,"2023-06-07 18:34:48",acrilico retoque 
370.00,"2023-06-07 18:34:48",gel en manos
190.00,"2023-06-07 18:39:35",gel en manos
829.00,"2023-06-07 18:44:14",acrilico manos
829.00,"2023-06-07 18:44:14",acrilico de color
399.00,"2023-06-07 18:54:41",pedi basico
399.00,"2023-06-07 18:54:41",gel en pies
380.00,"2023-06-08 11:01:34",pedi basico
380.00,"2023-06-08 11:01:34",pedi basico
479.75,"2023-06-08 11:08:27",depilacion de axila
479.75,"2023-06-08 11:08:27",depilacion de bigote
769.00,"2023-06-08 11:20:18",depilacion de bigote
769.00,"2023-06-08 11:20:18",depilacion de ceja
769.00,"2023-06-08 11:20:18",acrilico uña remplazo 
859.00,"2023-06-08 13:00:52",depilacion de bigote
859.00,"2023-06-08 13:00:52",depilacion de ceja
859.00,"2023-06-08 13:00:52",calcio en manos 
859.00,"2023-06-08 13:00:52", acrilico retiro 
799.00,"2023-06-08 12:42:45",acrilico manos
799.00,"2023-06-08 12:42:45",pedi basico
470.00,"2023-06-08 12:54:06",calcio en manos 
100.00,"2023-06-08 13:20:13",calcio retoque en manos 
789.00,"2023-06-08 13:51:21",pedi basico
789.00,"2023-06-08 13:51:21",acrilico retoque 
290.00,"2023-06-08 14:03:57",calcio retoque en manos 
290.00,"2023-06-08 14:03:57",gel en manos
445.55,"2023-06-08 15:36:05",calcio retoque en manos 
445.55,"2023-06-08 15:36:05",gel en manos
445.55,"2023-06-08 15:36:05",pedi express
449.00,"2023-06-08 15:59:37",pedi basico
449.00,"2023-06-08 15:59:37",gel en pies
679.00,"2023-06-08 16:56:27",acrilico manos
679.00,"2023-06-08 16:56:27",acrilico de color
